"num_vegans_5","price_development"
11,0.0999999999999996
13,0.199999999999999
13,0.299999999999999
13,0.399999999999999
13,0.499999999999998
13,0.599999999999998
13,0.699999999999998
13,0.799999999999997
13,0.899999999999997
13,0.999999999999996
15,1.1
16,1.2
16,1.3
17,1.4
17,1.49999999999999
17,1.59999999999999
18,1.69999999999999
18,1.79999999999999
19,1.89999999999999
20,1.99999999999999
20,2.09999999999999
20,2.2
21,2.3
22,2.4
22,2.5
23,2.6
23,2.7
23,2.8
24,2.90000000000001
24,3.00000000000001
26,3.10000000000001
26,3.20000000000001
26,3.30000000000001
27,3.40000000000001
28,3.50000000000001
28,3.60000000000002
28,3.70000000000002
28,3.80000000000002
28,3.90000000000002
28,4.00000000000002
29,4.10000000000002
29,4.20000000000002
30,4.30000000000003
30,4.40000000000003
31,4.50000000000003
31,4.60000000000003
31,4.70000000000003
31,4.80000000000003
31,4.90000000000003
33,5.00000000000004
33,5.10000000000004
34,5.20000000000004
34,5.30000000000004
34,5.40000000000004
35,5.50000000000004
35,5.60000000000004
36,5.70000000000005
37,5.80000000000005
37,5.90000000000005
38,6.00000000000005
39,6.10000000000005
39,6.20000000000005
39,6.30000000000005
40,6.40000000000006
40,6.50000000000006
40,6.60000000000006
41,6.70000000000006
41,6.80000000000006
41,6.90000000000006
41,7.00000000000006
42,7.10000000000007
42,7.20000000000007
42,7.30000000000007
43,7.40000000000007
43,7.50000000000007
43,7.60000000000007
44,7.70000000000007
44,7.80000000000008
44,7.90000000000008
44,8.00000000000008
44,8.10000000000008
45,8.20000000000008
45,8.30000000000008
45,8.40000000000008
46,8.50000000000009
46,8.60000000000009
46,8.70000000000009
46,8.80000000000009
46,8.90000000000009
47,9.00000000000009
47,9.10000000000009
47,9.2000000000001
48,9.3000000000001
49,9.4000000000001
49,9.5000000000001
50,9.6000000000001
50,9.7000000000001
50,9.8000000000001
50,9.90000000000011
51,10.0000000000001
51,10.1000000000001
51,10.2000000000001
51,10.3000000000001
51,10.4000000000001
51,10.5000000000001
51,10.6000000000001
51,10.7000000000001
51,10.8000000000001
51,10.9000000000001
51,11.0000000000001
51,11.1000000000001
51,11.2000000000001
51,11.3000000000001
51,11.4000000000001
51,11.5000000000001
51,11.6000000000001
51,11.7000000000001
51,11.8000000000001
51,11.9000000000001
51,12.0000000000001
51,12.1000000000001
51,12.2000000000001
51,12.3000000000001
51,12.4000000000001
51,12.5000000000001
52,12.6000000000001
52,12.7000000000001
52,12.8000000000001
53,12.9000000000001
53,13.0000000000001
53,13.1000000000002
53,13.2000000000002
53,13.3000000000002
54,13.4000000000002
54,13.5000000000002
54,13.6000000000002
54,13.7000000000002
54,13.8000000000002
54,13.9000000000002
54,14.0000000000002
54,14.1000000000002
55,14.2000000000002
55,14.3000000000002
55,14.4000000000002
55,14.5000000000002
55,14.6000000000002
55,14.7000000000002
55,14.8000000000002
55,14.9000000000002
55,15.0000000000002
55,15.1000000000002
55,15.2000000000002
55,15.3000000000002
55,15.4000000000002
55,15.5000000000002
55,15.6000000000002
55,15.7000000000002
55,15.8000000000002
55,15.9000000000002
55,16.0000000000002
55,16.1000000000002
55,16.2000000000002
55,16.3000000000002
55,16.4000000000002
55,16.5000000000002
55,16.6000000000002
55,16.7000000000002
55,16.8000000000002
55,16.9000000000002
55,17.0000000000002
55,17.1000000000002
55,17.2000000000002
55,17.3000000000002
55,17.4000000000002
55,17.5000000000002
55,17.6000000000002
55,17.7000000000002
55,17.8000000000002
55,17.9000000000002
55,18.0000000000002
55,18.1000000000002
55,18.2000000000002
55,18.3000000000002
55,18.4000000000002
55,18.5000000000002
55,18.6000000000002
55,18.7000000000002
56,18.8000000000002
56,18.9000000000002
56,19.0000000000002
56,19.1000000000002
56,19.2000000000002
56,19.3000000000002
56,19.4000000000002
56,19.5000000000002
56,19.6000000000002
56,19.7000000000002
56,19.8000000000002
56,19.9000000000002
56,20.0000000000002
56,20.1000000000003
56,20.2000000000003
56,20.3000000000003
56,20.4000000000003
56,20.5000000000003
56,20.6000000000003
56,20.7000000000003
56,20.8000000000003
57,20.9000000000003
57,21.0000000000003
57,21.1000000000003
57,21.2000000000003
57,21.3000000000003
57,21.4000000000003
57,21.5000000000003
57,21.6000000000003
57,21.7000000000003
57,21.8000000000003
57,21.9000000000003
57,22.0000000000003
57,22.1000000000003
57,22.2000000000003
57,22.3000000000003
57,22.4000000000003
57,22.5000000000003
57,22.6000000000003
57,22.7000000000003
57,22.8000000000003
57,22.9000000000003
57,23.0000000000003
57,23.1000000000003
57,23.2000000000003
57,23.3000000000003
57,23.4000000000003
57,23.5000000000003
57,23.6000000000003
57,23.7000000000003
57,23.8000000000003
57,23.9000000000003
57,24.0000000000003
57,24.1000000000003
57,24.2000000000003
57,24.3000000000003
57,24.4000000000003
57,24.5000000000003
57,24.6000000000003
57,24.7000000000003
57,24.8000000000003
57,24.9000000000003
57,25.0000000000003
57,25.1000000000003
57,25.2000000000003
57,25.3000000000003
57,25.4000000000003
57,25.5000000000003
57,25.6000000000003
57,25.7000000000003
57,25.8000000000003
57,25.9000000000003
57,26.0000000000003
57,26.1000000000003
57,26.2000000000003
57,26.3000000000003
57,26.4000000000003
57,26.5000000000003
57,26.6000000000003
57,26.7000000000003
57,26.8000000000003
57,26.9000000000003
57,27.0000000000003
57,27.1000000000003
57,27.2000000000004
57,27.3000000000004
57,27.4000000000004
57,27.5000000000004
57,27.6000000000004
57,27.7000000000004
57,27.8000000000004
57,27.9000000000004
57,28.0000000000004
57,28.1000000000004
57,28.2000000000004
